NPI,PROVIDER_NAME,PRIMARY_SPECIALTY,DISEASE,SECONDARY_SPECIALTY,TELEHEALTH,FACILITY_NAME,STATE,ZIP,COUNTY_FIPS,COUNTY,TOT_BENES,TOT_SRVCS,BENE_AVG_RISK_SCRE,TOTAL_UTILIZATION_EXACT,AVG_UTILIZATION_PERCENTILE,TELEHEALTH_FLAG,AREA_PROVIDER_COUNT,AREA_TOTAL_BENEFICIARIES,DEMAND_PROXY,AREA_TOTAL_SERVICES,BENEFICIARIES_PER_PROVIDER,DEMAND_PER_PROVIDER,REQUIRED_PROVIDERS,PROVIDER_SHORTAGE,ADEQUACY_SCORE,DEMAND_PRESSURE_SCORE,SERVICES_PER_BENEFICIARY,UTILIZATION_PRESSURE_SCORE,AREA_RISK_SCORE,RISK_SCORE,ACCESS_LEVEL,RECOMMENDED_ADDITIONAL_PROVIDERS,BENEFICIARY_SHARE_OF_AREA,SERVICE_SHARE_OF_AREA,PROVIDER_RISK_SCORE,UTILIZATION_INTENSITY_SCORE,CAPACITY_LOAD_INDEX
1800001125,BROWN RAHUL,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77087,48201,Harris County,4141,19703.9,1.4299,11.4,29.87,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.7582,64.0,38.14,21.65,ADEQUATE,0,0.007497,0.01003,6.75,73.5,40.6
1800001126,MARTIN SOPHIA,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - PASADENA,TX,77046,48201,Harris County,6841,28364.1,2.4447,13.1,40.34,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.1462,64.0,38.14,21.65,ADEQUATE,0,0.012385,0.014438,62.9,89.58,67.07
1800001127,THOMPSON FATIMA,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77005,48201,Harris County,3717,11427.0,1.6544,7.0,49.87,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.0743,64.0,38.14,21.65,ADEQUATE,0,0.006729,0.005817,13.85,36.02,36.44
1800001128,CLARK MAYA,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77039,48201,Harris County,5483,13660.7,2.2763,4.8,27.82,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4915,64.0,38.14,21.65,ADEQUATE,0,0.009926,0.006954,51.72,16.95,53.75
1800001129,MITCHELL THOMAS,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - KATY,TX,77098,48201,Harris County,5115,12829.4,2.232,3.5,41.08,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.5082,64.0,38.14,21.65,ADEQUATE,0,0.00926,0.006531,49.0,4.85,50.15
1800001130,WALKER AMELIA,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - PASADENA,TX,77022,48201,Harris County,7301,24092.3,2.1893,8.6,72.56,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.2999,64.0,38.14,21.65,ADEQUATE,0,0.013218,0.012264,45.6,49.78,71.58
1800001131,EDWARDS HANNAH,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - HOUSTON,TX,77090,48201,Harris County,5452,16686.9,2.3858,9.8,95.56,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.0607,64.0,38.14,21.65,ADEQUATE,0,0.00987,0.008494,58.9,59.9,53.45
1800001132,MORGAN NADIA,Endocrinology,Diabetes,Metabolic Medicine,No,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77034,48201,Harris County,5105,22857.9,2.2294,12.6,41.96,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.4776,64.0,38.14,21.65,ADEQUATE,0,0.009242,0.011635,48.8,85.0,50.05
1800001133,WHITE WILLIAM,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77068,48201,Harris County,6582,18391.2,2.7255,10.3,28.12,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.7942,64.0,38.14,21.65,ADEQUATE,0,0.011916,0.009362,80.08,64.08,64.53
1800001134,FOSTER BENJAMIN,Endocrinology,Diabetes,Family Medicine,No,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77010,48201,Harris County,4428,20453.4,2.4028,11.8,65.0,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.6191,64.0,38.14,21.65,ADEQUATE,0,0.008017,0.010411,60.05,77.4,43.41
1800001135,PARKER JAMES,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - PASADENA,TX,77032,48201,Harris County,5733,22485.5,3.1006,9.6,31.87,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.9221,64.0,38.14,21.65,ADEQUATE,0,0.010379,0.011446,94.05,57.88,56.21
1800001136,WILSON OLIVIA,Endocrinology,Diabetes,Internal Medicine,No,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77033,48201,Harris County,4381,13243.9,1.3079,10.8,13.39,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.023,64.0,38.14,21.65,ADEQUATE,0,0.007931,0.006742,4.47,68.47,42.95
1800001137,GOMEZ EMILY,Endocrinology,Diabetes,Internal Medicine,No,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77083,48201,Harris County,5731,15338.2,2.2088,10.7,66.2,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.6764,64.0,38.14,21.65,ADEQUATE,0,0.010375,0.007808,47.28,67.7,56.19
1800001138,REED DANIEL,Endocrinology,Diabetes,Metabolic Medicine,No,ENDOCRINE SPECIALISTS GROUP - SUGAR LAND,TX,77022,48201,Harris County,4260,14815.3,2.7289,10.3,49.33,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.4778,64.0,38.14,21.65,ADEQUATE,0,0.007712,0.007541,80.35,64.08,41.76
1800001139,YOUNG KARAN,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - SUGAR LAND,TX,77016,48201,Harris County,4003,17901.1,1.3249,10.7,48.64,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.4719,64.0,38.14,21.65,ADEQUATE,0,0.007247,0.009112,4.7,67.7,39.25
1800001140,JACKSON RAHUL,Endocrinology,Diabetes,Metabolic Medicine,No,DIABETES CARE CENTER - HOUSTON,TX,77029,48201,Harris County,5869,27587.9,3.0285,12.5,52.07,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.7006,64.0,38.14,21.65,ADEQUATE,0,0.010625,0.014043,92.55,84.02,57.54
1800001141,ROBERTS SOPHIA,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77019,48201,Harris County,7247,27962.0,2.5264,6.1,36.13,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.8584,64.0,38.14,21.65,ADEQUATE,0,0.01312,0.014233,68.4,28.38,71.05
1800001142,ANDERSON FATIMA,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - SUGAR LAND,TX,77017,48201,Harris County,6937,24638.1,1.7927,13.2,68.06,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.5517,64.0,38.14,21.65,ADEQUATE,0,0.012559,0.012541,19.75,90.4,68.01
1800001143,KIM MAYA,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - KATY,TX,77018,48201,Harris County,5208,13841.6,2.5356,3.2,60.14,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.6578,64.0,38.14,21.65,ADEQUATE,0,0.009429,0.007046,68.9,2.17,51.06
1800001144,TAYLOR THOMAS,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - PASADENA,TX,77094,48201,Harris County,4485,18416.7,2.6231,10.8,65.08,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.1063,64.0,38.14,21.65,ADEQUATE,0,0.00812,0.009375,74.35,68.47,43.97
1800001145,BROWN AMELIA,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - SUGAR LAND,TX,77004,48201,Harris County,4783,17213.7,1.6634,10.5,47.28,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.5989,64.0,38.14,21.65,ADEQUATE,0,0.008659,0.008762,14.1,65.92,46.89
1800001146,MARTIN HANNAH,Endocrinology,Diabetes,Metabolic Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77008,48201,Harris County,4018,15787.8,3.4346,11.0,37.98,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.9293,64.0,38.14,21.65,ADEQUATE,0,0.007274,0.008036,98.35,70.08,39.39
1800001147,THOMPSON NADIA,Endocrinology,Diabetes,Internal Medicine,No,DIABETES CARE CENTER - SUGAR LAND,TX,77054,48201,Harris County,6197,27313.7,2.8825,5.7,79.74,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.4076,64.0,38.14,21.65,ADEQUATE,0,0.011219,0.013903,87.35,24.7,60.75
1800001148,CLARK WILLIAM,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - SUGAR LAND,TX,77080,48201,Harris County,5927,24986.5,1.873,6.9,64.63,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.2157,64.0,38.14,21.65,ADEQUATE,0,0.01073,0.012719,23.42,35.1,58.11
1800001149,MITCHELL BENJAMIN,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - HOUSTON,TX,77072,48201,Harris County,6588,31330.8,2.5663,9.1,50.67,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.7557,64.0,38.14,21.65,ADEQUATE,0,0.011927,0.015948,70.88,53.65,64.59
1800001150,WALKER JAMES,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77063,48201,Harris County,6251,22429.7,2.2726,10.0,61.07,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.5882,64.0,38.14,21.65,ADEQUATE,0,0.011317,0.011417,51.5,61.72,61.28
1800001151,EDWARDS OLIVIA,Endocrinology,Diabetes,Metabolic Medicine,No,DIABETES CARE CENTER - HOUSTON,TX,77014,48201,Harris County,5500,24527.1,2.178,10.2,60.25,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.4595,64.0,38.14,21.65,ADEQUATE,0,0.009957,0.012485,44.85,63.25,53.92
1800001152,MORGAN EMILY,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77011,48201,Harris County,5275,22030.2,3.3261,13.2,44.81,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.1763,64.0,38.14,21.65,ADEQUATE,0,0.00955,0.011214,97.25,90.4,51.72
1800001153,WHITE DANIEL,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - HOUSTON,TX,77086,48201,Harris County,6728,31951.0,1.8986,6.7,26.23,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.749,64.0,38.14,21.65,ADEQUATE,0,0.01218,0.016264,25.2,33.12,65.96
1800001154,FOSTER KARAN,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77027,48201,Harris County,4492,10947.7,1.7041,4.9,38.18,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4372,64.0,38.14,21.65,ADEQUATE,0,0.008132,0.005573,15.75,17.95,44.04
1800001155,PARKER RAHUL,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - PASADENA,TX,77028,48201,Harris County,4603,11240.1,1.9439,11.8,47.73,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4419,64.0,38.14,21.65,ADEQUATE,0,0.008333,0.005722,27.75,77.4,45.13
1800001156,WILSON SOPHIA,Endocrinology,Diabetes,Metabolic Medicine,Yes,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77093,48201,Harris County,6455,15512.0,2.1269,13.9,52.94,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4031,64.0,38.14,21.65,ADEQUATE,0,0.011686,0.007896,40.7,95.48,63.28
1800001157,GOMEZ FATIMA,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - SUGAR LAND,TX,77016,48201,Harris County,4613,17268.8,1.2612,4.3,56.98,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.7435,64.0,38.14,21.65,ADEQUATE,0,0.008351,0.00879,3.7,12.12,45.23
1800001158,REED MAYA,Endocrinology,Diabetes,Internal Medicine,No,DIABETES CARE CENTER - HOUSTON,TX,77035,48201,Harris County,7060,20365.1,2.0685,12.1,67.97,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.8846,64.0,38.14,21.65,ADEQUATE,0,0.012782,0.010366,36.55,80.23,69.22
1800001159,YOUNG THOMAS,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - PASADENA,TX,77002,48201,Harris County,6436,15642.8,1.6956,3.3,66.49,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4305,64.0,38.14,21.65,ADEQUATE,0,0.011652,0.007963,15.45,3.08,63.1
1800001160,JACKSON AMELIA,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - KATY,TX,77069,48201,Harris County,4577,20783.8,2.0301,8.3,39.1,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.5409,64.0,38.14,21.65,ADEQUATE,0,0.008286,0.01058,33.85,47.32,44.87
1800001161,ROBERTS HANNAH,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77024,48201,Harris County,6183,15072.0,1.8571,6.5,43.36,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4377,64.0,38.14,21.65,ADEQUATE,0,0.011194,0.007672,22.68,31.42,60.62
1800001162,ANDERSON NADIA,Endocrinology,Diabetes,Internal Medicine,No,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77011,48201,Harris County,3553,9632.8,2.349,8.3,59.94,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.7112,64.0,38.14,21.65,ADEQUATE,0,0.006432,0.004903,56.6,47.32,34.83
1800001163,KIM WILLIAM,Endocrinology,Diabetes,Metabolic Medicine,Yes,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77032,48201,Harris County,5807,20337.8,2.2119,13.8,47.5,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.5023,64.0,38.14,21.65,ADEQUATE,0,0.010513,0.010352,47.65,94.9,56.93
1800001164,TAYLOR BENJAMIN,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - PASADENA,TX,77033,48201,Harris County,6938,24279.8,2.8613,5.4,45.83,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.4995,64.0,38.14,21.65,ADEQUATE,0,0.012561,0.012359,86.25,22.45,68.02
1800001165,BROWN JAMES,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - SUGAR LAND,TX,77081,48201,Harris County,6409,24930.1,2.0413,12.8,31.06,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.8899,64.0,38.14,21.65,ADEQUATE,0,0.011603,0.01269,34.65,87.05,62.83
1800001166,MARTIN OLIVIA,Endocrinology,Diabetes,Family Medicine,No,DIABETES CARE CENTER - KATY,TX,77097,48201,Harris County,6803,26808.0,2.1278,3.8,67.11,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.9406,64.0,38.14,21.65,ADEQUATE,0,0.012316,0.013646,40.78,7.45,66.7
1800001167,THOMPSON EMILY,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77049,48201,Harris County,6745,26030.2,2.5625,9.2,80.19,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.8592,64.0,38.14,21.65,ADEQUATE,0,0.012211,0.01325,70.55,54.45,66.13
1800001168,CLARK DANIEL,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - KATY,TX,77013,48201,Harris County,4169,15002.1,2.1724,4.5,56.02,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.5985,64.0,38.14,21.65,ADEQUATE,0,0.007548,0.007636,44.4,13.9,40.87
1800001169,MITCHELL KARAN,Endocrinology,Diabetes,Internal Medicine,No,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77059,48201,Harris County,5116,16920.1,3.8165,9.6,54.14,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.3073,64.0,38.14,21.65,ADEQUATE,0,0.009262,0.008613,99.8,57.88,50.16
1800001170,WALKER RAHUL,Endocrinology,Diabetes,Internal Medicine,No,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77079,48201,Harris County,7293,20745.7,3.0044,10.9,63.93,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.8446,64.0,38.14,21.65,ADEQUATE,0,0.013203,0.01056,91.35,69.27,71.5
1800001171,EDWARDS SOPHIA,Endocrinology,Diabetes,Metabolic Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - HOUSTON,TX,77041,48201,Harris County,5198,14671.5,2.8948,7.3,53.37,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.8225,64.0,38.14,21.65,ADEQUATE,0,0.009411,0.007468,87.7,39.15,50.96
1800001172,MORGAN FATIMA,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77077,48201,Harris County,6981,25103.4,2.5268,8.2,54.61,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.596,64.0,38.14,21.65,ADEQUATE,0,0.012638,0.012778,68.45,46.48,68.44
1800001173,WHITE MAYA,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - KATY,TX,77092,48201,Harris County,6094,19372.7,1.1439,5.6,71.11,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.179,64.0,38.14,21.65,ADEQUATE,0,0.011033,0.009861,2.2,23.92,59.75
1800001174,FOSTER THOMAS,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77009,48201,Harris County,5152,19155.2,2.036,14.1,68.75,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.718,64.0,38.14,21.65,ADEQUATE,0,0.009327,0.009751,34.3,97.02,50.51
1800001175,PARKER AMELIA,Endocrinology,Diabetes,Metabolic Medicine,No,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77087,48201,Harris County,6867,29712.4,3.0255,4.4,81.89,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.3268,64.0,38.14,21.65,ADEQUATE,0,0.012432,0.015124,92.35,12.88,67.32
1800001176,WILSON HANNAH,Endocrinology,Diabetes,Metabolic Medicine,Yes,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77024,48201,Harris County,6200,14933.2,2.1966,10.5,34.33,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4086,64.0,38.14,21.65,ADEQUATE,0,0.011225,0.007601,46.22,65.92,60.78
1800001177,GOMEZ NADIA,Endocrinology,Diabetes,Internal Medicine,Yes,DIABETES CARE CENTER - HOUSTON,TX,77065,48201,Harris County,4651,20682.8,2.8247,9.3,36.64,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.447,64.0,38.14,21.65,ADEQUATE,0,0.00842,0.010528,84.65,55.35,45.6
1800001178,REED WILLIAM,Endocrinology,Diabetes,Metabolic Medicine,No,ENDOCRINE SPECIALISTS GROUP - HOUSTON,TX,77030,48201,Harris County,6188,19443.6,2.0938,8.8,68.44,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.1421,64.0,38.14,21.65,ADEQUATE,0,0.011203,0.009897,38.45,51.25,60.67
1800001179,YOUNG BENJAMIN,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - KATY,TX,77007,48201,Harris County,3987,17157.1,1.8068,9.2,85.02,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.3033,64.0,38.14,21.65,ADEQUATE,0,0.007218,0.008733,20.2,54.45,39.09
1800001180,JACKSON JAMES,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - SUGAR LAND,TX,77096,48201,Harris County,3779,9335.1,2.0138,3.1,52.4,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.4703,64.0,38.14,21.65,ADEQUATE,0,0.006842,0.004752,32.5,1.15,37.05
1800001181,ROBERTS OLIVIA,Endocrinology,Diabetes,Metabolic Medicine,Yes,METABOLIC HEALTH ASSOCIATES - SUGAR LAND,TX,77079,48201,Harris County,3702,16022.9,1.6637,5.0,53.62,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.3282,64.0,38.14,21.65,ADEQUATE,0,0.006702,0.008156,14.15,18.8,36.29
1800001182,ANDERSON EMILY,Endocrinology,Diabetes,Metabolic Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - PASADENA,TX,77076,48201,Harris County,4064,15096.5,1.6791,9.5,76.47,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.7147,64.0,38.14,21.65,ADEQUATE,0,0.007358,0.007685,14.7,57.0,39.84
1800001183,KIM DANIEL,Endocrinology,Diabetes,Family Medicine,No,DIABETES CARE CENTER - HOUSTON,TX,77060,48201,Harris County,4131,19754.9,3.3584,4.5,75.11,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.7821,64.0,38.14,21.65,ADEQUATE,0,0.007479,0.010056,97.55,13.9,40.5
1800001184,TAYLOR KARAN,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - HOUSTON,TX,77025,48201,Harris County,5046,23753.0,2.0178,11.9,43.24,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.7073,64.0,38.14,21.65,ADEQUATE,0,0.009135,0.012091,33.0,78.57,49.47
1800001185,BROWN RAHUL,Endocrinology,Diabetes,Metabolic Medicine,No,DIABETES CARE CENTER - HOUSTON,TX,77097,48201,Harris County,4865,15846.3,2.8389,4.6,73.8,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,3.2572,64.0,38.14,21.65,ADEQUATE,0,0.008808,0.008066,85.05,15.05,47.7
1800001186,MARTIN SOPHIA,Endocrinology,Diabetes,Family Medicine,No,DIABETES CARE CENTER - PASADENA,TX,77016,48201,Harris County,6026,25647.2,1.6507,6.3,66.72,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.2561,64.0,38.14,21.65,ADEQUATE,0,0.01091,0.013055,13.5,29.9,59.08
1800001187,THOMPSON FATIMA,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - KATY,TX,77023,48201,Harris County,6177,25176.6,2.8709,11.5,52.31,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.0759,64.0,38.14,21.65,ADEQUATE,0,0.011183,0.012816,86.8,74.52,60.56
1800001188,CLARK MAYA,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - SUGAR LAND,TX,77071,48201,Harris County,3559,16837.5,1.0134,11.6,52.7,1,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.731,64.0,38.14,21.65,ADEQUATE,0,0.006443,0.008571,1.25,75.5,34.89
1800001189,MITCHELL THOMAS,Endocrinology,Diabetes,Family Medicine,No,METABOLIC HEALTH ASSOCIATES - KATY,TX,77097,48201,Harris County,4187,16844.2,2.5996,3.5,51.79,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,4.023,64.0,38.14,21.65,ADEQUATE,0,0.00758,0.008574,72.85,4.85,41.05
1800001190,WALKER AMELIA,Endocrinology,Diabetes,Internal Medicine,No,METABOLIC HEALTH ASSOCIATES - PASADENA,TX,77021,48201,Harris County,4797,12971.5,2.2195,14.3,51.49,0,102,552360,552360.0,1964530.7,5415.294117647059,5415.294117647059,87,0,100.0,25.33,2.7041,64.0,38.14,21.65,ADEQUATE,0,0.008685,0.006603,48.28,98.35,47.03
1800001191,MORGAN EMILY,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,COMMUNITY MENTAL HEALTH CENTER - KATY,TX,77007,48201,Harris County,9621,40449.7,1.891,3.8,61.86,1,86,671625,671625.0,2331678.3,7809.593023255814,7809.593023255814,105,19,81.9,74.67,4.2043,57.33,45.5,42.24,ADEQUATE,19,0.014325,0.017348,24.7,7.45,111.87
1800001192,WHITE DANIEL,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,No,PSYCHIATRY CARE ASSOCIATES - SUGAR LAND,TX,77052,48201,Harris County,9866,36636.9,2.5184,7.6,53.68,0,86,671625,671625.0,2331678.3,7809.593023255814,7809.593023255814,105,19,81.9,74.67,3.7135,57.33,45.5,42.24,ADEQUATE,19,0.01469,0.015713,67.92,41.35,114.72
